,year,class,gender,race
1,2000,PBK,male,Asian
2,2000,Summa Cum Laude,male,Asian
3,2000,Thesis,male,Asian
4,2000,PBK,female,White/Black
5,2000,Summa Cum Laude,female,White/Black
6,2000,Thesis,female,White/Black
7,2000,PBK,female,White/Black
8,2000,Summa Cum Laude,female,White/Black
9,2000,PBK,male,White/Black
10,2000,Summa Cum Laude,male,White/Black
11,2000,Thesis,male,White/Black
12,2000,PBK,female,White/Black
13,2000,Summa Cum Laude,female,White/Black
14,2000,Thesis,female,White/Black
15,2000,PBK,female,White/Black
16,2000,Summa Cum Laude,female,White/Black
17,2000,Thesis,female,White/Black
18,2000,PBK,male,White/Black
19,2000,Summa Cum Laude,male,White/Black
20,2000,PBK,male,White/Black
21,2000,Summa Cum Laude,male,White/Black
22,2000,Thesis,male,White/Black
23,2000,PBK,male,Asian
24,2000,Summa Cum Laude,male,Asian
25,2000,PBK,female,White/Black
26,2000,Summa Cum Laude,female,White/Black
27,2000,PBK,male,White/Black
28,2000,Summa Cum Laude,male,White/Black
29,2000,Thesis,male,White/Black
30,2000,PBK,female,White/Black
31,2000,Summa Cum Laude,female,White/Black
32,2000,Thesis,female,White/Black
33,2000,Magna Cum Laude,male,White/Black
34,2000,PBK,female,White/Black
35,2000,Magna Cum Laude,female,White/Black
36,2000,PBK,male,White/Black
37,2000,Magna Cum Laude,male,White/Black
38,2000,Magna Cum Laude,male,White/Black
39,2000,PBK,male,Asian
40,2000,Magna Cum Laude,male,Asian
41,2000,PBK,female,White/Black
42,2000,Magna Cum Laude,female,White/Black
43,2000,Thesis,female,White/Black
44,2000,Magna Cum Laude,male,White/Black
45,2000,PBK,female,White/Black
46,2000,Magna Cum Laude,female,White/Black
47,2000,PBK,female,White/Black
48,2000,Magna Cum Laude,female,White/Black
49,2000,PBK,female,White/Black
50,2000,Magna Cum Laude,female,White/Black
51,2000,PBK,female,White/Black
52,2000,Magna Cum Laude,female,White/Black
53,2000,PBK,female,White/Black
54,2000,Magna Cum Laude,female,White/Black
55,2000,Thesis,female,White/Black
56,2000,Magna Cum Laude,female,White/Black
57,2000,Thesis,female,White/Black
58,2000,PBK,male,White/Black
59,2000,Magna Cum Laude,male,White/Black
60,2000,PBK,female,White/Black
61,2000,Magna Cum Laude,female,White/Black
62,2000,Thesis,female,White/Black
63,2000,PBK,male,White/Black
64,2000,Magna Cum Laude,male,White/Black
65,2000,PBK,female,White/Black
66,2000,Magna Cum Laude,female,White/Black
67,2000,Thesis,female,White/Black
68,2000,PBK,male,White/Black
69,2000,Magna Cum Laude,male,White/Black
70,2000,PBK,male,White/Black
71,2000,Magna Cum Laude,male,White/Black
72,2000,Thesis,male,White/Black
73,2000,PBK,female,White/Black
74,2000,Magna Cum Laude,female,White/Black
75,2000,PBK,male,White/Black
76,2000,Magna Cum Laude,male,White/Black
77,2000,Thesis,male,White/Black
78,2000,PBK,male,White/Black
79,2000,Magna Cum Laude,male,White/Black
80,2000,Thesis,male,White/Black
81,2000,PBK,male,Asian
82,2000,Magna Cum Laude,male,Asian
83,2000,PBK,female,White/Black
84,2000,Magna Cum Laude,female,White/Black
85,2000,PBK,male,White/Black
86,2000,Magna Cum Laude,male,White/Black
87,2000,Thesis,male,White/Black
88,2000,PBK,female,White/Black
89,2000,Magna Cum Laude,female,White/Black
90,2000,Thesis,female,White/Black
91,2000,PBK,female,White/Black
92,2000,Magna Cum Laude,female,White/Black
93,2000,PBK,male,White/Black
94,2000,Magna Cum Laude,male,White/Black
95,2000,Magna Cum Laude,male,White/Black
96,2000,Thesis,male,White/Black
97,2000,PBK,female,White/Black
98,2000,Magna Cum Laude,female,White/Black
99,2000,Magna Cum Laude,male,White/Black
100,2000,Thesis,male,White/Black
101,2000,PBK,female,White/Black
102,2000,Magna Cum Laude,female,White/Black
103,2000,Magna Cum Laude,male,Asian
104,2000,Thesis,male,Asian
105,2000,PBK,male,White/Black
106,2000,Magna Cum Laude,male,White/Black
107,2000,Thesis,male,White/Black
108,2000,PBK,male,White/Black
109,2000,Magna Cum Laude,male,White/Black
110,2000,Thesis,male,White/Black
111,2000,PBK,female,White/Black
112,2000,Magna Cum Laude,female,White/Black
113,2000,PBK,female,Asian
114,2000,Magna Cum Laude,female,Asian
115,2000,Thesis,female,Asian
116,2000,PBK,female,White/Black
117,2000,Magna Cum Laude,female,White/Black
118,2000,Thesis,female,White/Black
119,2000,PBK,female,White/Black
120,2000,Magna Cum Laude,female,White/Black
121,2000,Thesis,female,White/Black
122,2000,PBK,female,White/Black
123,2000,Magna Cum Laude,female,White/Black
124,2000,PBK,male,White/Black
125,2000,Magna Cum Laude,male,White/Black
126,2000,Magna Cum Laude,female,White/Black
127,2000,Thesis,female,White/Black
128,2000,PBK,female,White/Black
129,2000,Magna Cum Laude,female,White/Black
130,2000,Thesis,female,White/Black
131,2000,PBK,male,White/Black
132,2000,Magna Cum Laude,male,White/Black
133,2000,Thesis,male,White/Black
134,2000,Magna Cum Laude,male,White/Black
135,2000,PBK,female,White/Black
136,2000,Magna Cum Laude,female,White/Black
137,2000,PBK,female,White/Black
138,2000,Magna Cum Laude,female,White/Black
139,2000,PBK,female,White/Black
140,2000,Magna Cum Laude,female,White/Black
141,2000,PBK,female,White/Black
142,2000,Magna Cum Laude,female,White/Black
143,2000,Thesis,female,White/Black
144,2000,PBK,male,White/Black
145,2000,Magna Cum Laude,male,White/Black
146,2000,Thesis,male,White/Black
147,2000,Magna Cum Laude,female,White/Black
148,2000,PBK,female,White/Black
149,2000,Magna Cum Laude,female,White/Black
150,2000,Thesis,female,White/Black
151,2000,PBK,female,White/Black
152,2000,Magna Cum Laude,female,White/Black
153,2000,Thesis,female,White/Black
154,2000,PBK,female,White/Black
155,2000,Magna Cum Laude,female,White/Black
156,2000,Thesis,female,White/Black
157,2000,PBK,female,White/Black
158,2000,Magna Cum Laude,female,White/Black
159,2000,Thesis,female,White/Black
160,2000,PBK,male,White/Black
161,2000,Magna Cum Laude,male,White/Black
162,2000,PBK,male,White/Black
163,2000,Magna Cum Laude,male,White/Black
164,2000,Thesis,male,White/Black
165,2000,PBK,male,Asian
166,2000,Magna Cum Laude,male,Asian
167,2000,Thesis,male,Asian
168,2000,PBK,male,White/Black
169,2000,Magna Cum Laude,male,White/Black
170,2000,PBK,female,White/Black
171,2000,Magna Cum Laude,female,White/Black
172,2000,Magna Cum Laude,male,White/Black
173,2000,Thesis,male,White/Black
174,2000,PBK,female,White/Black
175,2000,Magna Cum Laude,female,White/Black
176,2000,Magna Cum Laude,male,White/Black
177,2000,Thesis,male,White/Black
178,2000,Magna Cum Laude,male,White/Black
179,2000,PBK,female,White/Black
180,2000,Magna Cum Laude,female,White/Black
181,2000,Thesis,female,White/Black
182,2000,Magna Cum Laude,female,White/Black
183,2000,Thesis,female,White/Black
184,2000,PBK,male,White/Black
185,2000,Magna Cum Laude,male,White/Black
186,2000,Thesis,male,White/Black
187,2000,PBK,female,White/Black
188,2000,Magna Cum Laude,female,White/Black
189,2000,Thesis,female,White/Black
190,2000,PBK,male,White/Black
191,2000,Magna Cum Laude,male,White/Black
192,2000,Thesis,male,White/Black
193,2000,PBK,male,White/Black
194,2000,Magna Cum Laude,male,White/Black
195,2000,Thesis,male,White/Black
196,2000,PBK,female,White/Black
197,2000,Magna Cum Laude,female,White/Black
198,2000,PBK,female,White/Black
199,2000,Magna Cum Laude,female,White/Black
200,2000,Thesis,female,White/Black
201,2000,PBK,female,White/Black
202,2000,Magna Cum Laude,female,White/Black
203,2000,Cum Laude,female,White/Black
204,2000,Thesis,female,White/Black
205,2000,Cum Laude,male,White/Black
206,2000,Cum Laude,male,White/Black
207,2000,Cum Laude,male,White/Black
208,2000,Cum Laude,female,White/Black
209,2000,Cum Laude,female,White/Black
210,2000,Cum Laude,female,White/Black
211,2000,Cum Laude,female,White/Black
212,2000,Cum Laude,female,White/Black
213,2000,Cum Laude,female,White/Black
214,2000,Cum Laude,male,White/Black
215,2000,Cum Laude,female,White/Black
216,2000,Thesis,female,White/Black
217,2000,Cum Laude,male,White/Black
218,2000,Cum Laude,male,Asian
219,2000,Cum Laude,female,White/Black
220,2000,Cum Laude,female,White/Black
221,2000,Thesis,female,White/Black
222,2000,Cum Laude,female,White/Black
223,2000,Cum Laude,female,White/Black
224,2000,Cum Laude,female,White/Black
225,2000,Cum Laude,female,White/Black
226,2000,Thesis,female,White/Black
227,2000,Cum Laude,female,White/Black
228,2000,Thesis,female,White/Black
229,2000,Cum Laude,female,White/Black
230,2000,Cum Laude,female,White/Black
231,2000,Cum Laude,female,White/Black
232,2000,Cum Laude,female,White/Black
233,2000,Thesis,female,White/Black
234,2000,Cum Laude,male,White/Black
235,2000,Thesis,male,White/Black
236,2000,Cum Laude,female,White/Black
237,2000,Cum Laude,female,White/Black
238,2000,Cum Laude,female,White/Black
239,2000,Cum Laude,female,White/Black
240,2000,Thesis,female,White/Black
241,2000,Cum Laude,female,White/Black
242,2000,Cum Laude,female,White/Black
243,2000,Cum Laude,female,White/Black
244,2000,Thesis,female,White/Black
245,2000,Cum Laude,male,White/Black
246,2000,Cum Laude,male,Asian
247,2000,Cum Laude,female,White/Black
248,2000,Cum Laude,male,White/Black
249,2000,Thesis,male,White/Black
250,2000,Cum Laude,male,White/Black
251,2000,Cum Laude,female,White/Black
252,2000,Cum Laude,male,White/Black
253,2000,Cum Laude,female,White/Black
254,2000,Cum Laude,male,White/Black
255,2000,Thesis,male,White/Black
256,2000,Cum Laude,female,White/Black
257,2000,Thesis,female,White/Black
258,2000,Cum Laude,male,White/Black
259,2000,Cum Laude,female,White/Black
260,2000,Cum Laude,female,White/Black
261,2000,Cum Laude,male,White/Black
262,2000,Cum Laude,female,White/Black
263,2000,Cum Laude,female,White/Black
264,2000,Cum Laude,male,Asian
265,2000,Cum Laude,female,White/Black
266,2000,Cum Laude,female,White/Black
267,2000,Cum Laude,female,White/Black
268,2000,Cum Laude,female,White/Black
269,2000,Cum Laude,female,White/Black
270,2000,Cum Laude,female,White/Black
271,2000,Cum Laude,female,Asian
272,2000,Thesis,female,Asian
273,2000,Cum Laude,male,White/Black
274,2000,Cum Laude,female,White/Black
275,2000,Cum Laude,female,White/Black
276,2000,Cum Laude,female,White/Black
277,2000,Cum Laude,male,White/Black
278,2000,Cum Laude,male,White/Black
279,2000,Thesis,male,White/Black
280,2000,Cum Laude,male,White/Black
281,2000,Cum Laude,male,White/Black
282,2000,Thesis,male,White/Black
283,2000,Cum Laude,female,White/Black
284,2000,Thesis,female,White/Black
285,2000,Cum Laude,female,White/Black
286,2000,Cum Laude,female,White/Black
287,2000,Thesis,female,White/Black
288,2000,Cum Laude,female,White/Black
289,2000,Thesis,female,White/Black
290,2000,Cum Laude,female,White/Black
291,2000,Cum Laude,female,White/Black
292,2000,Thesis,female,White/Black
293,2000,Cum Laude,male,White/Black
294,2000,Thesis,male,White/Black
295,2000,Cum Laude,male,White/Black
296,2000,Thesis,male,White/Black
297,2000,Cum Laude,male,White/Black
298,2000,Thesis,male,White/Black
299,2000,Cum Laude,female,White/Black
300,2000,Thesis,female,White/Black
301,2000,Cum Laude,female,White/Black
302,2000,Cum Laude,male,White/Black
303,2000,Cum Laude,female,White/Black
304,2000,Cum Laude,female,Asian
305,2000,Thesis,female,Asian
306,2000,Cum Laude,male,White/Black
307,2000,Cum Laude,male,White/Black
308,2000,Thesis,male,White/Black
309,2000,Cum Laude,male,White/Black
310,2000,Thesis,male,White/Black
311,2000,Cum Laude,female,White/Black
312,2000,Thesis,female,White/Black
313,2000,Cum Laude,female,White/Black
314,2000,Cum Laude,male,White/Black
315,2000,Cum Laude,male,White/Black
316,2000,Thesis,male,White/Black
317,2000,Cum Laude,female,White/Black
318,2000,Cum Laude,female,White/Black
319,2000,Thesis,female,White/Black
320,2000,Cum Laude,female,White/Black
321,2000,Cum Laude,male,White/Black
322,2000,Cum Laude,female,White/Black
323,2000,Thesis,female,White/Black
324,2000,Cum Laude,male,White/Black
325,2000,Cum Laude,female,White/Black
326,2000,Thesis,female,White/Black
327,2000,Cum Laude,male,White/Black
328,2000,Cum Laude,female,White/Black
329,2000,Thesis,female,White/Black
330,2000,Cum Laude,female,White/Black
331,2000,Thesis,female,White/Black
332,2000,Cum Laude,female,White/Black
333,2000,Cum Laude,female,White/Black
334,2000,Cum Laude,male,White/Black
335,2000,Cum Laude,male,White/Black
336,2000,Cum Laude,female,White/Black
337,2000,Cum Laude,NA,Asian
338,2000,Cum Laude,male,White/Black
339,2000,Cum Laude,male,White/Black
340,2000,Thesis,male,White/Black
341,2000,Cum Laude,male,White/Black
342,2000,Cum Laude,male,White/Black
343,2000,Cum Laude,male,White/Black
344,2000,Cum Laude,female,White/Black
345,2000,Cum Laude,female,White/Black
346,2000,Cum Laude,male,Asian
347,2000,Cum Laude,female,Asian
348,2000,Cum Laude,NA,Asian
349,2000,Thesis,NA,Asian
350,2000,None,male,White/Black
351,2000,Thesis,female,White/Black
352,2000,Thesis,male,White/Black
353,2000,None,male,White/Black
354,2000,None,male,White/Black
355,2000,Thesis,male,White/Black
356,2000,None,male,White/Black
357,2000,Thesis,female,White/Black
358,2000,Thesis,female,White/Black
359,2000,None,male,White/Black
360,2000,None,female,White/Black
361,2000,None,female,Hispanic
362,2000,None,female,White/Black
363,2000,None,male,White/Black
364,2000,None,female,White/Black
365,2000,None,male,White/Black
366,2000,None,male,White/Black
367,2000,None,male,White/Black
368,2000,Thesis,female,White/Black
369,2000,None,female,White/Black
370,2000,None,male,White/Black
371,2000,None,female,White/Black
372,2000,None,female,White/Black
373,2000,None,female,White/Black
374,2000,None,male,White/Black
375,2000,None,female,White/Black
376,2000,None,male,White/Black
377,2000,None,female,White/Black
378,2000,None,male,White/Black
379,2000,None,male,White/Black
380,2000,None,male,White/Black
381,2000,None,male,White/Black
382,2000,None,male,White/Black
383,2000,None,male,White/Black
384,2000,None,female,White/Black
385,2000,None,female,White/Black
386,2000,None,male,White/Black
387,2000,None,male,White/Black
388,2000,None,male,White/Black
389,2000,Thesis,female,White/Black
390,2000,None,female,White/Black
391,2000,None,female,White/Black
392,2000,None,female,White/Black
393,2000,None,male,White/Black
394,2000,None,female,White/Black
395,2000,None,female,White/Black
396,2000,None,female,White/Black
397,2000,Thesis,female,White/Black
398,2000,Thesis,male,White/Black
399,2000,None,male,White/Black
400,2000,None,female,White/Black
401,2000,None,male,White/Black
402,2000,None,male,White/Black
403,2000,None,male,White/Black
404,2000,None,male,White/Black
405,2000,None,female,White/Black
406,2000,None,male,Hispanic
407,2000,None,female,Hispanic
408,2000,None,female,White/Black
409,2000,None,female,White/Black
410,2000,None,female,White/Black
411,2000,None,female,White/Black
412,2000,Thesis,male,White/Black
413,2000,None,NA,Asian
414,2000,None,male,White/Black
415,2000,None,female,Asian
416,2000,Thesis,male,Asian
417,2000,Thesis,NA,Asian
418,2000,None,male,Asian
419,2000,Thesis,female,White/Black
420,2000,None,male,Asian
421,2000,Thesis,female,White/Black
422,2000,None,female,White/Black
423,2000,None,male,White/Black
424,2000,Thesis,female,White/Black
425,2000,None,female,White/Black
426,2000,None,male,White/Black
427,2000,None,male,White/Black
428,2000,None,male,White/Black
429,2000,None,female,White/Black
430,2000,Thesis,female,White/Black
431,2000,None,male,White/Black
432,2000,None,male,White/Black
433,2000,None,male,White/Black
434,2000,None,male,White/Black
435,2000,None,female,White/Black
436,2000,None,female,White/Black
437,2000,None,male,White/Black
438,2000,None,female,White/Black
439,2000,None,female,White/Black
440,2000,Thesis,male,White/Black
441,2000,None,NA,White/Black
442,2000,None,female,White/Black
443,2000,None,male,White/Black
444,2000,None,female,White/Black
445,2000,None,female,Hispanic
446,2000,Thesis,male,White/Black
447,2000,None,female,White/Black
448,2000,None,female,White/Black
449,2000,None,male,White/Black
450,2000,Thesis,female,Hispanic
451,2000,Thesis,female,White/Black
452,2000,None,male,White/Black
453,2000,None,female,White/Black
454,2000,None,female,White/Black
455,2000,None,male,White/Black
456,2000,Thesis,male,White/Black
457,2000,None,male,White/Black
458,2000,None,male,White/Black
459,2000,None,female,White/Black
460,2000,Thesis,female,White/Black
461,2000,None,male,White/Black
462,2000,None,male,Hispanic
463,2000,None,male,White/Black
464,2000,None,male,White/Black
465,2000,None,male,White/Black
466,2000,None,male,White/Black
467,2000,None,female,White/Black
468,2000,None,male,White/Black
469,2000,None,male,White/Black
470,2000,None,male,White/Black
471,2000,None,female,White/Black
472,2000,None,female,White/Black
473,2000,None,female,White/Black
474,2000,None,male,White/Black
475,2000,None,male,White/Black
476,2000,None,male,White/Black
477,2000,None,male,White/Black
478,2000,None,female,Hispanic
479,2000,None,male,Asian
480,2000,None,male,Hispanic
481,2000,Thesis,male,White/Black
482,2000,None,female,White/Black
483,2000,None,male,Hispanic
484,2000,None,female,White/Black
485,2000,None,female,White/Black
486,2000,None,male,White/Black
487,2000,None,male,White/Black
488,2000,None,female,White/Black
489,2000,None,male,White/Black
490,2000,None,female,White/Black
491,2000,None,male,White/Black
492,2000,None,male,White/Black
493,2000,None,male,White/Black
494,2000,Thesis,male,White/Black
495,2000,None,female,White/Black
496,2000,None,male,White/Black
497,2000,None,male,White/Black
498,2000,None,male,White/Black
499,2000,None,male,White/Black
500,2000,None,female,Asian
501,2000,None,female,White/Black
502,2000,None,male,White/Black
503,2000,None,male,White/Black
504,2000,None,female,White/Black
505,2000,Thesis,male,White/Black
506,2000,None,female,White/Black
507,2000,None,female,White/Black
508,2000,None,male,White/Black
509,2000,None,male,White/Black
510,2000,None,male,White/Black
511,2000,None,male,White/Black
512,2000,Thesis,female,White/Black
513,2000,None,NA,Asian
514,2000,None,male,White/Black
515,2000,None,male,White/Black
516,2000,None,male,White/Black
517,2000,None,female,White/Black
518,2000,None,female,Asian
519,2000,None,female,Hispanic
520,2000,None,male,Asian
521,2000,None,female,White/Black
522,2000,None,male,Hispanic
523,2000,Thesis,female,White/Black
524,2000,None,female,White/Black
525,2000,None,NA,White/Black
526,2000,None,female,White/Black
527,2000,None,male,White/Black
528,2000,Thesis,male,White/Black
529,2000,None,male,White/Black
530,2000,None,male,White/Black
531,2000,None,male,White/Black
532,2000,None,male,White/Black
533,2000,None,female,White/Black
534,2000,None,male,White/Black
535,2000,Thesis,female,White/Black
536,2000,None,female,White/Black
537,2000,None,female,White/Black
538,2000,None,female,Asian
539,2000,None,male,Asian
540,2000,None,male,White/Black
541,2000,None,male,White/Black
542,2000,None,female,White/Black
543,2000,None,female,Asian
544,2000,None,male,White/Black
545,2000,None,female,White/Black
546,2000,None,female,White/Black
547,2000,Thesis,male,White/Black
548,2000,None,female,White/Black
549,2000,None,male,White/Black
550,2000,None,female,White/Black
551,2000,None,male,White/Black
552,2000,Thesis,male,White/Black
553,2000,None,female,Hispanic
554,2000,None,male,White/Black
555,2000,None,female,White/Black
556,2000,None,NA,White/Black
557,2000,None,female,White/Black
558,2000,None,male,White/Black
559,2000,None,male,White/Black
560,2000,None,male,White/Black
561,2000,None,female,Asian
562,2000,Thesis,female,White/Black
563,2000,None,male,White/Black
564,2000,None,male,White/Black
565,2000,Thesis,female,White/Black
566,2000,None,female,White/Black
567,2000,None,female,White/Black
568,2000,None,male,White/Black
569,2000,None,male,White/Black
570,2000,None,female,White/Black
571,2000,None,male,White/Black
572,2000,None,male,White/Black
573,2000,None,male,White/Black
574,2000,Thesis,female,White/Black
575,2000,None,male,White/Black
576,2000,Thesis,female,White/Black
577,2000,None,male,White/Black
578,2000,None,male,White/Black
579,2000,None,male,White/Black
580,2000,None,male,Asian
581,2000,None,male,White/Black
582,2000,None,female,White/Black
583,2000,None,male,White/Black
584,2000,None,female,White/Black
585,2000,Thesis,female,White/Black
586,2000,None,male,White/Black
587,2000,None,female,Hispanic
588,2000,None,female,White/Black
589,2000,None,female,Asian
590,2000,None,male,White/Black
591,2000,None,female,White/Black
592,2000,None,male,White/Black
593,2000,Thesis,female,White/Black
594,2000,None,male,Asian
595,2000,Thesis,female,White/Black
596,2000,None,male,White/Black
597,2000,None,male,White/Black
598,2000,Thesis,female,Asian
599,2000,None,male,White/Black
600,2000,None,female,White/Black
601,2000,None,male,White/Black
602,2000,None,male,White/Black
603,2000,None,female,White/Black
604,2000,None,male,White/Black
605,2000,None,male,White/Black
606,2000,None,male,White/Black
607,2000,None,male,White/Black
608,2000,Thesis,male,White/Black
609,2000,None,female,White/Black
610,2000,None,male,White/Black
611,2000,None,male,White/Black
612,2000,None,male,White/Black
613,2000,Thesis,female,White/Black
614,2000,None,female,White/Black
615,2000,None,female,White/Black
616,2000,None,male,Asian
617,2000,None,female,White/Black
618,2000,None,female,Hispanic
619,2000,None,male,Hispanic
620,2000,None,female,White/Black
621,2000,Thesis,female,White/Black
622,2000,None,male,White/Black
623,2000,None,male,White/Black
624,2000,None,female,White/Black
625,2000,None,female,White/Black
626,2000,None,male,White/Black
627,2000,None,female,Asian
628,2000,None,female,White/Black
629,2000,Thesis,male,White/Black
630,2000,None,female,White/Black
631,2000,None,male,White/Black
632,2000,None,female,Hispanic
633,2000,None,male,White/Black
634,2000,None,male,Hispanic
635,2000,None,female,White/Black
636,2000,None,male,White/Black
637,2000,None,male,White/Black
638,2000,None,male,White/Black
639,2000,Thesis,female,White/Black
640,2000,None,male,White/Black
641,2000,None,female,White/Black
642,2000,None,female,Hispanic
643,2000,None,female,White/Black
644,2000,None,female,Hispanic
645,2000,None,female,White/Black
646,2000,Thesis,male,White/Black
647,2000,None,female,White/Black
648,2000,None,female,White/Black
649,2000,None,male,White/Black
650,2000,None,male,White/Black
651,2000,None,NA,Asian
652,2000,None,male,White/Black
653,2000,None,male,White/Black
654,2000,None,female,White/Black
655,2000,Thesis,male,White/Black
656,2000,None,male,White/Black
657,2000,None,female,White/Black
658,2000,None,male,Asian
659,2000,None,female,White/Black
660,2000,None,male,White/Black
661,2000,None,female,White/Black
662,2000,None,female,White/Black
663,2000,None,male,White/Black
664,2000,Thesis,female,Asian
665,2000,None,male,White/Black
666,2000,None,male,White/Black
667,2000,None,female,White/Black
668,2000,None,male,White/Black
669,2000,None,male,White/Black
670,2000,None,female,White/Black
671,2000,None,male,White/Black
672,2000,Thesis,male,White/Black
673,2000,None,male,White/Black
674,2000,None,male,White/Black
675,2000,None,female,White/Black
676,2000,None,male,White/Black
677,2000,None,male,White/Black
678,2000,None,male,White/Black
679,2000,None,male,White/Black
680,2000,None,female,Asian
681,2000,None,male,White/Black
682,2000,None,NA,White/Black
683,2000,None,female,White/Black
684,2000,None,male,White/Black
685,2000,None,female,White/Black
686,2000,None,male,White/Black
687,2000,Thesis,NA,White/Black
688,2000,None,female,White/Black
689,2000,None,female,White/Black
690,2000,None,male,White/Black
691,2000,None,female,White/Black
692,2000,None,female,White/Black
693,2000,None,male,White/Black
694,2000,None,male,White/Black
695,2000,None,male,White/Black
696,2000,None,male,White/Black
697,2000,None,male,White/Black
698,2000,None,male,White/Black
699,2000,None,female,White/Black
700,2000,None,female,White/Black
701,2000,None,male,White/Black
702,2000,None,male,White/Black
703,2000,None,male,White/Black
704,2000,Thesis,male,White/Black
705,2000,Thesis,female,White/Black
706,2000,None,female,White/Black
707,2000,None,female,White/Black
708,2000,Thesis,male,White/Black
709,2000,None,female,Asian
710,2000,None,male,White/Black
711,2000,None,female,Asian
712,2000,Thesis,female,White/Black
713,2000,None,male,White/Black
714,2000,None,male,White/Black
715,2001,PBK,female,White/Black
716,2001,Summa Cum Laude,female,White/Black
717,2001,PBK,female,White/Black
718,2001,Summa Cum Laude,female,White/Black
719,2001,PBK,female,White/Black
720,2001,Summa Cum Laude,female,White/Black
721,2001,Thesis,female,White/Black
722,2001,PBK,male,White/Black
723,2001,Summa Cum Laude,male,White/Black
724,2001,Thesis,male,White/Black
725,2001,PBK,female,White/Black
726,2001,Summa Cum Laude,female,White/Black
727,2001,PBK,female,Asian
728,2001,Summa Cum Laude,female,Asian
729,2001,Thesis,female,Asian
730,2001,PBK,male,White/Black
731,2001,Summa Cum Laude,male,White/Black
732,2001,Thesis,male,White/Black
733,2001,PBK,male,White/Black
734,2001,Summa Cum Laude,male,White/Black
735,2001,PBK,female,White/Black
736,2001,Summa Cum Laude,female,White/Black
737,2001,PBK,female,White/Black
738,2001,Summa Cum Laude,female,White/Black
739,2001,PBK,female,White/Black
740,2001,Summa Cum Laude,female,White/Black
741,2001,Thesis,female,White/Black
742,2001,PBK,female,White/Black
743,2001,Magna Cum Laude,female,White/Black
744,2001,Thesis,female,White/Black
745,2001,PBK,female,White/Black
746,2001,Magna Cum Laude,female,White/Black
747,2001,Thesis,female,White/Black
748,2001,Magna Cum Laude,female,White/Black
749,2001,PBK,male,White/Black
750,2001,Magna Cum Laude,male,White/Black
751,2001,PBK,male,White/Black
752,2001,Magna Cum Laude,male,White/Black
753,2001,PBK,male,White/Black
754,2001,Magna Cum Laude,male,White/Black
755,2001,PBK,female,White/Black
756,2001,Magna Cum Laude,female,White/Black
757,2001,Thesis,female,White/Black
758,2001,PBK,female,White/Black
759,2001,Magna Cum Laude,female,White/Black
760,2001,Thesis,female,White/Black
761,2001,PBK,female,White/Black
762,2001,Magna Cum Laude,female,White/Black
763,2001,PBK,female,White/Black
764,2001,Magna Cum Laude,female,White/Black
765,2001,PBK,female,White/Black
766,2001,Magna Cum Laude,female,White/Black
767,2001,Thesis,female,White/Black
768,2001,PBK,male,White/Black
769,2001,Magna Cum Laude,male,White/Black
770,2001,Thesis,male,White/Black
771,2001,PBK,male,White/Black
772,2001,Magna Cum Laude,male,White/Black
773,2001,Magna Cum Laude,female,White/Black
774,2001,PBK,male,White/Black
775,2001,Magna Cum Laude,male,White/Black
776,2001,Thesis,male,White/Black
777,2001,PBK,female,White/Black
778,2001,Magna Cum Laude,female,White/Black
779,2001,Thesis,female,White/Black
780,2001,PBK,male,White/Black
781,2001,Magna Cum Laude,male,White/Black
782,2001,Thesis,male,White/Black
783,2001,PBK,female,White/Black
784,2001,Magna Cum Laude,female,White/Black
785,2001,Thesis,female,White/Black
786,2001,PBK,female,White/Black
787,2001,Magna Cum Laude,female,White/Black
788,2001,PBK,female,White/Black
789,2001,Magna Cum Laude,female,White/Black
790,2001,Thesis,female,White/Black
791,2001,Magna Cum Laude,male,White/Black
792,2001,Magna Cum Laude,female,White/Black
793,2001,PBK,male,White/Black
794,2001,Magna Cum Laude,male,White/Black
795,2001,Thesis,male,White/Black
796,2001,Magna Cum Laude,female,White/Black
797,2001,PBK,female,White/Black
798,2001,Magna Cum Laude,female,White/Black
799,2001,PBK,female,White/Black
800,2001,Magna Cum Laude,female,White/Black
801,2001,PBK,male,White/Black
802,2001,Magna Cum Laude,male,White/Black
803,2001,Thesis,male,White/Black
804,2001,PBK,male,White/Black
805,2001,Magna Cum Laude,male,White/Black
806,2001,Thesis,male,White/Black
807,2001,PBK,male,White/Black
808,2001,Magna Cum Laude,male,White/Black
809,2001,PBK,male,White/Black
810,2001,Magna Cum Laude,male,White/Black
811,2001,PBK,female,White/Black
812,2001,Magna Cum Laude,female,White/Black
813,2001,PBK,male,White/Black
814,2001,Magna Cum Laude,male,White/Black
815,2001,PBK,female,Asian
816,2001,Magna Cum Laude,female,Asian
817,2001,Thesis,female,Asian
818,2001,Magna Cum Laude,male,White/Black
819,2001,PBK,female,White/Black
820,2001,Magna Cum Laude,female,White/Black
821,2001,Thesis,female,White/Black
822,2001,PBK,male,White/Black
823,2001,Magna Cum Laude,male,White/Black
824,2001,Thesis,male,White/Black
825,2001,PBK,female,White/Black
826,2001,Magna Cum Laude,female,White/Black
827,2001,PBK,female,Asian
828,2001,Magna Cum Laude,female,Asian
829,2001,Thesis,female,Asian
830,2001,PBK,male,White/Black
831,2001,Magna Cum Laude,male,White/Black
832,2001,Thesis,male,White/Black
833,2001,PBK,male,White/Black
